age,attrition,businesstravel,distancefromhome,education,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
50,no,Unknown,24,3,m,3,5, manager ,3,married,6477.686121919585,4,yes,16,3,part_time,1,2,3,1,0,0,no,unknow,2
42,no,travel_rarely,9,2,m,2,5, manager ,4,Unknown,6477.686121919585,8,no,22,4,full_time,0,2,3,1,0,1,no,unknow,4
35,no,Unknown,7,2,m,2,1, laboratory technician ,4,Unknown,2690.0,1,no,18,4,full_time,1,5,2,1,0,1,no,research & development,3
46,no,travel_rarely,1,4,m,4,4, manager ,1,Unknown,17567.0,1,Unknown,15,2,part_time,0,5,1,26,0,12,no,unknow,4
18,yes,travel_frequently,3,2,f,3,1, sales representative ,4,single,1569.0,1,yes,12,3,part_time,0,2,4,0,0,0,yes,sales,2
29,no,Unknown,5,3,m,2,2, sales executive ,2,divorced,4187.0,1,yes,13,2,full_time,1,3,2,10,0,9,yes,sales,1
31,no,Unknown,5,4,f,3,2, sales executive ,4,Unknown,6477.686121919585,1,no,11,1,full_time,2,2,3,10,0,2,yes,sales,1
41,no,travel_rarely,23,2,m,3,3, sales executive ,3,single,6477.686121919585,3,Unknown,16,4,full_time,0,2,3,2,0,2,yes,sales,4
38,no,travel_rarely,4,2,f,3,1, laboratory technician ,3,Unknown,3306.0,7,Unknown,19,4,full_time,1,5,3,0,0,0,yes,research & development,4
32,yes,travel_rarely,2,4,m,3,1, laboratory technician ,2,single,1393.0,1,no,12,1,full_time,0,2,3,1,0,0,yes,research & development,4
60,no,Unknown,1,4,m,1,3, healthcare representative ,4,divorced,10883.0,3,no,20,3,full_time,1,2,4,1,0,0,no,research & development,3
24,yes,Unknown,22,1,m,1,1, human resources ,3,married,6477.686121919585,1,no,11,3,full_time,1,2,3,1,0,0,yes,human resources,4
40,no,travel_rarely,8,2,f,3,2, manufacturing director ,1,Unknown,6477.686121919585,2,yes,16,2,part_time,1,3,3,1,0,0,yes,research & development,2
30,no,travel_rarely,21,1,m,3,1, research scientist ,4,married,2862.0,1,no,12,2,part_time,1,2,2,10,0,8,yes,research & development,2
47,no,non_travel,2,4,m,3,2, sales executive ,2,Unknown,6477.686121919585,7,no,11,4,full_time,1,3,1,1,0,0,yes,sales,3
32,yes,travel_rarely,1,2,m,1,2, sales executive ,2,single,6735.0,6,Unknown,15,2,part_time,0,2,3,0,0,0,no,sales,1
45,no,travel_rarely,41,3,f,1,3, human resources ,3,married,9756.0,4,Unknown,21,3,full_time,2,2,4,5,0,3,yes,human resources,4
34,no,Unknown,2,4,m,4,1, research scientist ,4,married,6477.686121919585,0,yes,14,1,part_time,3,3,3,5,1,2,no,research & development,4
33,yes,Unknown,16,3,f,3,3, sales executive ,1,Unknown,6477.686121919585,2,yes,20,3,part_time,0,2,2,0,0,0,yes,sales,1
31,yes,travel_rarely,16,4,m,3,3, sales executive ,3,married,6477.686121919585,2,Unknown,13,1,full_time,3,2,3,1,0,0,yes,sales,1
29,no,travel_rarely,4,3,f,2,1, research scientist ,1,divorced,6477.686121919585,1,Unknown,13,3,full_time,1,2,3,1,0,0,yes,research & development,4
30,no,Unknown,16,3,m,4,2, healthcare representative ,3,married,5294.0,3,no,16,3,full_time,1,3,3,7,1,7,no,research & development,3
38,no,travel_rarely,18,3,m,1,2, healthcare representative ,4,married,6477.686121919585,3,Unknown,16,3,full_time,1,2,3,1,1,0,yes,research & development,2
43,yes,Unknown,17,3,m,2,1, research scientist ,3,Unknown,2437.0,9,yes,16,4,full_time,1,4,3,1,0,0,no,research & development,3
55,no,travel_rarely,44,3,m,2,5, research director ,1,married,6477.686121919585,8,no,12,2,full_time,3,2,3,1,0,0,no,research & development,3
21,yes,Unknown,7,1,m,3,1, sales representative ,2,single,6477.686121919585,1,Unknown,13,2,full_time,0,3,3,1,1,0,yes,sales,2
22,yes,travel_rarely,45,1,f,3,1, laboratory technician ,1,Unknown,6477.686121919585,1,yes,17,3,full_time,0,6,3,1,0,0,yes,research & development,3
37,no,travel_rarely,8,2,m,3,2, human resources ,2,divorced,4071.0,2,no,13,3,full_time,0,4,2,10,4,7,yes,human resources,3
42,no,travel_rarely,13,3,m,4,2, healthcare representative ,1,married,6477.686121919585,5,no,18,3,full_time,2,2,2,0,0,0,no,research & development,2
18,no,Unknown,14,3,f,3,1, research scientist ,3,single,6477.686121919585,1,Unknown,16,3,part_time,0,4,1,0,0,0,yes,research & development,2
31,yes,travel_rarely,18,5,m,4,1, human resources ,1,married,2956.0,0,no,17,3,full_time,0,4,3,1,0,0,yes,human resources,4
36,no,travel_rarely,2,4,f,3,2, research scientist ,2,Unknown,6477.686121919585,4,yes,22,4,full_time,1,2,3,1,0,0,yes,research & development,4
32,no,travel_frequently,10,4,m,3,2, sales executive ,4,Unknown,4648.0,8,Unknown,13,3,full_time,0,2,4,0,0,0,yes,sales,4
29,no,Unknown,29,1,m,1,2, healthcare representative ,3,divorced,6477.686121919585,8,no,17,4,full_time,2,3,3,7,1,6,no,research & development,4
42,no,travel_rarely,8,3,m,3,1, laboratory technician ,3,Unknown,6477.686121919585,4,no,13,4,full_time,0,3,3,0,0,0,yes,research & development,4
29,no,travel_rarely,6,1,m,2,1, human resources ,2,married,2804.0,1,no,11,4,part_time,0,3,3,1,0,0,yes,human resources,4
29,yes,Unknown,24,2,m,2,1, research scientist ,4,Unknown,2439.0,1,yes,24,2,part_time,0,3,2,1,1,0,no,research & development,4
28,no,travel_rarely,3,3,f,3,1, sales representative ,2,Unknown,2856.0,1,no,19,4,full_time,1,3,3,1,0,0,yes,sales,2
30,yes,Unknown,9,3,m,3,1, sales representative ,4,Unknown,6477.686121919585,1,Unknown,13,3,part_time,0,3,2,1,0,0,no,sales,2
22,yes,travel_rarely,7,1,m,3,1, research scientist ,2,single,6477.686121919585,1,Unknown,23,1,part_time,0,2,3,1,0,0,yes,research & development,4
26,no,Unknown,1,2,f,2,1, research scientist ,3,Unknown,2933.0,1,yes,13,3,full_time,1,3,2,1,1,0,no,research & development,2
44,no,travel_rarely,1,4,m,4,2, healthcare representative ,1,Unknown,6477.686121919585,2,Unknown,15,4,full_time,1,5,3,2,2,2,yes,research & development,2
29,yes,travel_frequently,24,3,m,4,1, sales representative ,1,single,1091.0,1,no,17,4,full_time,0,3,3,1,0,0,yes,sales,3
28,yes,travel_rarely,13,2,f,3,2, sales executive ,3,Unknown,6477.686121919585,3,yes,11,4,full_time,0,0,3,2,2,2,yes,sales,4
56,no,travel_rarely,11,5,f,2,2, sales executive ,1,married,6477.686121919585,4,Unknown,16,3,full_time,1,3,3,0,0,0,yes,sales,4
39,no,travel_rarely,9,2,m,3,2, manufacturing director ,1,married,5151.0,1,no,25,4,part_time,1,3,3,10,7,9,yes,research & development,1
58,no,Unknown,21,3,f,3,4, manager ,4,Unknown,6477.686121919585,4,yes,13,3,full_time,1,2,2,1,0,0,yes,unknow,4
42,no,travel_rarely,12,4,m,3,2, sales executive ,4,divorced,6477.686121919585,3,Unknown,12,3,full_time,2,4,3,0,0,0,no,sales,2
27,yes,Unknown,22,3,f,2,1, human resources ,2,married,2863.0,1,no,12,1,full_time,0,2,3,1,0,0,no,human resources,1
38,no,travel_rarely,1,3,m,2,1, sales representative ,1,single,2858.0,4,Unknown,14,1,full_time,0,3,2,1,0,0,yes,sales,1
32,no,Unknown,5,4,m,2,2, manufacturing director ,4,Unknown,6477.686121919585,8,no,24,2,full_time,0,1,3,1,0,0,yes,research & development,4
31,no,Unknown,2,1,f,1,1, laboratory technician ,4,Unknown,1129.0,1,Unknown,11,3,full_time,3,4,3,1,0,0,yes,research & development,4
25,no,travel_rarely,2,3,f,3,1, human resources ,2,Unknown,6477.686121919585,4,no,14,3,part_time,0,3,3,2,1,2,no,human resources,3
40,no,Unknown,44,4,m,3,1, laboratory technician ,4,married,6477.686121919585,8,no,19,3,full_time,2,3,2,1,0,0,yes,research & development,1
39,no,non_travel,9,3,m,3,5, manager ,4,Unknown,19431.0,2,Unknown,13,3,full_time,0,3,2,6,1,3,no,unknow,4
23,yes,Unknown,9,3,m,3,1, sales representative ,1,married,6477.686121919585,1,no,19,1,full_time,1,3,3,1,1,0,no,sales,4
35,no,travel_rarely,26,4,f,3,3, human resources ,4,single,6477.686121919585,1,yes,16,3,full_time,0,2,3,9,1,7,no,human resources,3
34,no,travel_rarely,7,2,m,3,1, sales representative ,3,Unknown,2308.0,0,yes,25,2,full_time,1,4,3,11,5,7,yes,sales,2
28,no,non_travel,16,3,m,3,1, research scientist ,3,single,2144.0,1,no,14,3,full_time,0,3,2,5,1,4,no,research & development,3
29,no,Unknown,1,3,m,3,2, healthcare representative ,1,married,5373.0,0,no,12,1,full_time,1,5,2,5,0,2,no,research & development,1
58,yes,travel_rarely,23,4,f,3,3, healthcare representative ,4,married,6477.686121919585,1,Unknown,12,4,full_time,1,3,2,40,15,6,yes,research & development,4
38,no,Unknown,3,3,m,3,3, sales executive ,3,divorced,6477.686121919585,0,Unknown,12,3,full_time,2,6,2,16,5,13,yes,sales,1
29,no,travel_frequently,1,1,f,3,3, sales executive ,4,married,6477.686121919585,1,Unknown,14,4,full_time,1,5,3,11,4,1,yes,sales,2
55,no,travel_rarely,1,3,m,3,5, manager ,1,single,19045.0,0,Unknown,14,3,full_time,0,2,3,36,4,13,yes,unknow,4
41,no,Unknown,2,4,m,3,4, manager ,2,Unknown,16015.0,1,Unknown,19,2,full_time,0,2,3,22,0,4,yes,unknow,4
39,no,travel_rarely,1,3,m,4,3, healthcare representative ,4,Unknown,9613.0,0,no,17,1,part_time,3,5,2,18,3,7,yes,research & development,3
38,no,Unknown,15,2,m,2,3, research director ,4,Unknown,11510.0,0,Unknown,14,2,full_time,1,3,3,11,2,9,yes,research & development,3
43,no,Unknown,12,3,m,2,4, research director ,2,Unknown,6477.686121919585,1,no,11,3,part_time,1,3,3,25,3,9,yes,research & development,1
31,no,Unknown,7,2,f,3,2, manufacturing director ,1,married,4306.0,1,no,12,2,part_time,1,5,1,13,3,12,yes,research & development,2
50,no,travel_rarely,29,4,m,2,4, manager ,3,married,17046.0,0,no,15,2,full_time,1,2,3,27,15,7,yes,research & development,2
33,no,non_travel,8,1,f,2,1, sales representative ,4,Unknown,6477.686121919585,0,Unknown,19,4,full_time,0,2,2,2,2,2,no,sales,2
26,yes,Unknown,2,3,m,3,1, research scientist ,1,married,2042.0,6,Unknown,14,2,full_time,1,2,3,3,1,2,yes,research & development,1
38,no,travel_frequently,3,4,m,3,1, research scientist ,3,Unknown,2821.0,3,no,16,1,full_time,1,2,3,2,2,2,no,research & development,3
46,no,Unknown,1,4,m,3,5, research director ,4,Unknown,6477.686121919585,9,no,17,4,part_time,2,0,3,2,2,2,yes,research & development,4
21,no,Unknown,25,1,f,2,1, research scientist ,2,single,2070.0,1,yes,11,3,part_time,0,6,4,2,2,2,yes,research & development,4
31,no,travel_frequently,20,3,m,4,1, sales representative ,4,married,2791.0,0,no,12,1,full_time,1,4,3,2,2,2,no,sales,3
35,no,Unknown,11,2,m,3,2, sales executive ,4,divorced,6477.686121919585,1,Unknown,11,4,full_time,1,3,3,5,0,2,yes,sales,4
34,no,Unknown,2,2,m,3,2, manufacturing director ,3,single,6477.686121919585,2,no,11,4,part_time,0,3,3,3,0,2,yes,research & development,4
33,yes,Unknown,9,4,f,3,2, sales executive ,1,single,8224.0,0,Unknown,17,1,full_time,0,3,3,5,0,3,yes,sales,1
31,yes,Unknown,15,3,m,3,1, laboratory technician ,3,Unknown,2610.0,1,no,12,3,full_time,1,5,2,2,2,2,no,research & development,3
37,no,travel_rarely,25,2,f,2,2, healthcare representative ,4,Unknown,5731.0,7,no,13,3,full_time,2,2,3,6,1,3,no,research & development,3
27,no,travel_rarely,6,3,m,2,1, research scientist ,3,married,2539.0,1,no,13,3,full_time,1,0,3,4,2,2,no,research & development,4
35,no,travel_frequently,4,4,m,2,1, laboratory technician ,4,married,2376.0,1,Unknown,13,2,full_time,1,2,4,2,2,2,yes,research & development,4
56,no,Unknown,4,4,f,3,5, manager ,1,divorced,6477.686121919585,4,no,13,4,full_time,1,2,3,5,4,2,no,unknow,4
45,no,Unknown,7,3,f,3,1, research scientist ,3,Unknown,6477.686121919585,4,yes,19,3,full_time,1,2,3,3,0,2,yes,research & development,1
43,no,travel_rarely,2,3,m,3,1, human resources ,4,Unknown,3539.0,0,no,13,2,part_time,0,5,3,9,1,8,yes,human resources,2
31,no,travel_rarely,29,4,f,2,2, sales executive ,4,Unknown,5468.0,1,Unknown,14,1,full_time,2,3,3,12,5,7,yes,sales,1
35,yes,Unknown,27,3,m,3,2, sales executive ,4,Unknown,5813.0,1,Unknown,18,4,part_time,0,2,3,10,7,7,yes,sales,3
35,no,non_travel,2,2,m,3,2, manufacturing director ,4,divorced,6477.686121919585,2,no,14,3,full_time,1,6,3,7,1,7,no,research & development,2
30,no,Unknown,47,3,f,3,3, manufacturing director ,3,single,9667.0,9,no,14,2,full_time,0,3,3,7,0,2,no,research & development,4
46,yes,travel_rarely,21,2,f,3,2, healthcare representative ,2,married,6477.686121919585,4,no,22,4,full_time,1,2,4,9,3,7,no,research & development,4
45,no,non_travel,48,4,f,3,2, sales executive ,3,married,5154.0,4,Unknown,22,2,full_time,2,3,4,8,5,7,yes,sales,4
43,no,travel_frequently,2,4,m,3,2, sales executive ,4,married,5675.0,1,Unknown,20,3,full_time,1,5,3,7,7,7,no,sales,1
46,yes,Unknown,10,3,f,3,3, sales executive ,2,Unknown,7314.0,5,Unknown,21,3,part_time,3,2,3,8,0,7,no,sales,3
40,no,travel_rarely,1,4,m,3,4, manager ,1,Unknown,6477.686121919585,2,Unknown,11,1,full_time,1,3,3,19,11,16,yes,research & development,1
27,no,travel_rarely,2,2,f,4,2, sales executive ,3,single,6477.686121919585,0,no,14,2,full_time,0,5,2,8,0,7,yes,sales,1
42,no,Unknown,6,3,m,3,3, research director ,1,married,6477.686121919585,9,no,13,2,part_time,1,3,4,13,5,7,no,research & development,3
26,no,travel_frequently,6,3,m,4,1, laboratory technician ,4,married,6477.686121919585,0,no,18,1,full_time,1,3,3,7,7,7,yes,research & development,3
28,no,travel_frequently,1,2,m,2,2, sales executive ,4,married,6477.686121919585,1,Unknown,12,3,full_time,1,2,3,7,0,7,yes,sales,3
31,no,travel_rarely,5,4,m,3,1, research scientist ,4,married,6477.686121919585,0,Unknown,12,3,full_time,1,4,3,5,0,3,yes,research & development,3
31,no,travel_rarely,2,3,m,2,2, human resources ,1,Unknown,6410.0,3,no,12,4,full_time,0,1,3,2,1,0,yes,human resources,1
31,no,Unknown,2,4,m,3,1, research scientist ,4,Unknown,6477.686121919585,0,Unknown,18,2,full_time,1,2,1,2,2,2,yes,research & development,3
52,yes,Unknown,8,4,m,2,2, research scientist ,2,Unknown,4941.0,2,no,15,1,part_time,0,3,2,8,7,7,no,research & development,3
28,yes,Unknown,2,4,m,1,1, research scientist ,4,married,6477.686121919585,5,yes,13,4,full_time,0,4,2,3,2,2,yes,research & development,1
47,no,travel_rarely,5,5,m,3,5, research director ,3,married,6477.686121919585,4,Unknown,11,2,part_time,1,2,3,3,1,1,yes,research & development,4
29,no,Unknown,9,5,m,2,1, laboratory technician ,4,Unknown,3983.0,0,no,17,3,part_time,0,2,3,3,2,2,no,research & development,2
37,no,Unknown,5,2,m,3,2, manufacturing director ,4,Unknown,6347.0,7,no,16,3,full_time,2,2,2,6,0,4,no,research & development,4
23,no,Unknown,22,1,m,3,1, research scientist ,4,Unknown,2904.0,1,Unknown,12,3,full_time,2,2,2,4,0,2,no,research & development,3
42,no,travel_rarely,2,1,m,3,1, human resources ,3,divorced,2696.0,0,yes,11,3,full_time,1,5,3,3,1,0,yes,human resources,3
30,no,Unknown,28,2,f,3,2, sales executive ,3,Unknown,6477.686121919585,7,Unknown,12,2,full_time,1,2,4,2,2,2,yes,sales,4
21,yes,Unknown,1,1,f,2,1, sales representative ,2,single,2174.0,1,Unknown,11,3,full_time,0,3,3,3,1,2,no,sales,1
57,no,travel_rarely,1,4,m,3,2, healthcare representative ,3,Unknown,6755.0,2,no,11,3,full_time,0,2,3,3,1,2,no,research & development,4
21,no,Unknown,9,2,m,3,1, sales representative ,4,single,6477.686121919585,1,Unknown,24,3,full_time,0,3,2,3,2,2,yes,sales,1
31,no,travel_rarely,9,4,m,2,1, research scientist ,2,Unknown,2657.0,0,Unknown,16,4,full_time,0,5,3,2,2,2,no,research & development,3
29,no,Unknown,23,3,m,3,1, research scientist ,4,Unknown,6477.686121919585,9,no,16,4,full_time,0,4,3,3,1,2,yes,research & development,4
27,no,travel_rarely,1,2,m,3,1, laboratory technician ,2,Unknown,6477.686121919585,1,no,11,2,part_time,1,2,3,5,0,4,yes,research & development,4
49,no,travel_rarely,7,3,m,2,3, healthcare representative ,3,single,10965.0,8,no,24,3,full_time,0,2,3,5,0,0,no,research & development,2
36,no,travel_rarely,2,3,f,3,1, research scientist ,3,married,2543.0,4,no,13,2,full_time,1,3,3,2,2,2,yes,research & development,4
34,yes,non_travel,37,3,m,4,2, sales executive ,4,Unknown,5304.0,8,yes,13,2,full_time,0,3,2,5,0,4,yes,sales,1
24,no,Unknown,32,4,f,3,2, sales executive ,3,divorced,6477.686121919585,1,yes,12,4,full_time,1,2,4,5,0,3,yes,sales,4
42,no,Unknown,1,4,f,3,1, laboratory technician ,1,Unknown,6477.686121919585,3,no,16,2,part_time,1,5,3,5,1,2,yes,research & development,2
54,no,Unknown,5,2,m,3,5, research director ,1,married,19406.0,4,Unknown,11,3,part_time,1,4,2,4,1,2,yes,research & development,1
34,no,Unknown,4,4,f,3,2, sales executive ,3,married,6538.0,9,no,15,1,full_time,1,3,3,3,1,2,yes,sales,3
43,no,Unknown,21,3,m,3,1, laboratory technician ,4,Unknown,2258.0,7,Unknown,20,1,part_time,1,1,3,3,1,2,yes,research & development,4
43,no,travel_rarely,8,4,f,3,2, healthcare representative ,3,Unknown,6477.686121919585,4,yes,14,4,full_time,0,3,3,5,0,2,yes,research & development,3
31,no,travel_rarely,1,2,m,2,1, laboratory technician ,1,married,2218.0,1,no,12,3,part_time,1,3,3,4,3,2,yes,research & development,4
25,yes,travel_rarely,3,3,m,3,1, laboratory technician ,1,married,6477.686121919585,5,no,13,3,part_time,1,5,3,2,0,2,yes,research & development,1
45,no,Unknown,10,2,m,3,1, research scientist ,4,married,2654.0,3,no,21,4,full_time,2,3,2,2,0,2,yes,research & development,1
45,no,travel_rarely,33,2,m,3,4, healthcare representative ,4,married,6477.686121919585,0,yes,14,2,full_time,0,2,3,20,4,10,yes,research & development,3
47,yes,non_travel,29,4,m,3,3, manager ,2,married,6477.686121919585,1,Unknown,12,4,full_time,1,2,2,10,9,9,no,unknow,1
35,no,Unknown,38,3,f,4,3, manager ,2,divorced,6477.686121919585,7,Unknown,18,2,full_time,1,6,2,7,6,2,yes,unknow,2
29,no,travel_frequently,2,2,m,3,2, sales executive ,4,single,6477.686121919585,1,Unknown,18,1,full_time,0,3,3,10,0,9,yes,sales,2
55,no,travel_rarely,17,2,m,3,2, laboratory technician ,4,married,6477.686121919585,3,Unknown,19,4,full_time,1,4,3,10,0,8,yes,research & development,1
26,yes,travel_rarely,4,4,m,2,2, sales executive ,4,single,5828.0,1,Unknown,12,2,full_time,0,0,3,8,7,4,yes,sales,4
31,no,travel_rarely,7,3,m,4,2, sales executive ,4,Unknown,6477.686121919585,4,Unknown,11,2,full_time,1,3,2,8,7,7,no,sales,2
43,no,travel_frequently,10,4,f,3,1, laboratory technician ,4,Unknown,2455.0,0,no,19,1,full_time,0,5,3,8,1,7,no,research & development,3
31,no,travel_rarely,7,3,m,3,2, sales executive ,4,Unknown,6477.686121919585,4,Unknown,12,4,full_time,3,3,3,7,1,7,yes,sales,4
32,no,Unknown,2,4,f,4,2, research scientist ,4,single,5055.0,7,Unknown,16,3,part_time,0,0,2,7,0,7,no,research & development,1
33,no,Unknown,10,3,m,2,2, sales executive ,4,Unknown,4682.0,3,no,14,3,full_time,0,6,2,7,0,1,yes,sales,2
43,no,travel_frequently,30,4,f,2,2, laboratory technician ,3,divorced,5257.0,1,no,11,2,part_time,1,3,4,9,0,0,no,research & development,3
29,yes,travel_rarely,8,4,m,1,1, laboratory technician ,1,Unknown,2119.0,1,Unknown,11,4,full_time,0,4,2,7,0,7,yes,research & development,2
27,no,Unknown,12,4,f,3,2, sales executive ,2,Unknown,6477.686121919585,1,no,18,1,full_time,1,3,3,8,0,7,yes,sales,2
29,no,travel_rarely,10,1,f,2,2, sales executive ,2,divorced,6477.686121919585,1,yes,14,1,full_time,2,2,3,7,1,7,yes,sales,4
37,no,Unknown,6,3,m,4,2, research scientist ,1,divorced,5974.0,4,Unknown,13,1,part_time,2,2,3,7,6,7,yes,research & development,3
26,no,travel_rarely,1,3,m,3,2, sales executive ,3,Unknown,6477.686121919585,1,Unknown,17,2,part_time,1,3,3,8,7,7,no,sales,3
40,no,travel_rarely,10,4,f,4,1, laboratory technician ,3,married,6477.686121919585,3,yes,13,3,full_time,1,3,3,7,1,7,yes,research & development,4
41,yes,Unknown,4,3,m,3,2, sales executive ,2,Unknown,6477.686121919585,1,no,18,3,full_time,0,5,3,8,7,7,yes,sales,1
51,no,travel_rarely,31,2,f,3,2, sales executive ,4,Unknown,6477.686121919585,4,no,11,3,full_time,1,2,2,7,0,7,no,sales,3
37,no,Unknown,14,3,f,3,1, laboratory technician ,1,Unknown,3034.0,1,no,12,3,full_time,1,2,2,18,12,17,no,research & development,4
56,no,Unknown,6,3,f,4,4, sales executive ,1,married,13212.0,9,no,11,4,part_time,3,0,2,7,7,7,yes,sales,3
41,no,travel_rarely,1,3,m,4,3, sales executive ,1,married,8392.0,1,Unknown,16,3,part_time,1,2,3,10,0,7,yes,sales,2
46,no,Unknown,18,3,f,3,2, manufacturing director ,3,Unknown,6477.686121919585,2,no,14,3,full_time,1,5,2,10,0,8,no,research & development,3
30,no,non_travel,2,3,f,3,1, laboratory technician ,4,single,6477.686121919585,0,Unknown,14,3,part_time,0,2,2,11,6,7,yes,research & development,3
35,no,travel_rarely,16,3,m,3,3, healthcare representative ,3,Unknown,6477.686121919585,4,yes,12,3,full_time,0,2,3,8,0,0,yes,research & development,4
48,no,travel_rarely,2,5,f,3,2, sales executive ,4,married,4051.0,2,no,14,1,full_time,1,2,3,9,6,7,yes,sales,2
45,no,travel_rarely,2,3,m,3,2, sales executive ,2,Unknown,4805.0,0,no,19,2,full_time,1,3,4,8,3,7,no,sales,4
26,yes,travel_frequently,17,4,f,3,1, human resources ,3,Unknown,2741.0,0,yes,11,2,part_time,1,2,3,7,1,0,yes,human resources,2
41,no,Unknown,2,4,f,2,2, healthcare representative ,3,single,6477.686121919585,2,yes,17,1,part_time,0,3,3,8,0,7,yes,research & development,1
34,no,Unknown,21,4,m,4,2, sales executive ,4,single,5337.0,1,Unknown,12,4,part_time,0,3,3,10,5,7,no,sales,4
31,no,travel_rarely,29,4,m,4,2, sales executive ,4,divorced,6477.686121919585,4,no,22,4,full_time,2,4,4,7,5,7,yes,sales,1
